AuthId 3
Boosts[6].BoostName "Crafted_Devastation_C"
Boosts[6].Level 49
Boosts[7].PowerID 32
Boosts[7].Idx 3
Boosts[7].CategoryName "Boosts"
Boosts[7].PowerSetName "Crafted_Devastation_A"
Boosts[7].BoostName "Crafted_Devastation_A"
Boosts[7].Level 49
Powers[31].PowerNumBoostsBought 3
Powers[32].PowerId 33
Powers[32].CategoryName "blaster_ranged"
Powers[32].PowerSetName "fire_blast"
Powers[32].PowerName "fire_ball"
Powers[32].CreationTime 611684199
Powers[32].PowerLevelBought 3
Boosts[8].PowerID 33
Boosts[8].CategoryName "Boosts"
Boosts[8].PowerSetName "Crafted_Ragnarok_F"
Boosts[8].BoostName "Crafted_Ragnarok_F"
Boosts[8].Level 49
Boosts[9].PowerID 33
Boosts[9].Idx 1
Boosts[9].CategoryName "Boosts"
Boosts[9].PowerSetName "Crafted_Ragnarok_C"
Boosts[9].BoostName "Crafted_Ragnarok_C"
Boosts[9].Level 49
Boosts[10].PowerID 33
Boosts[10].Idx 2
Boosts[10].CategoryName "Boosts"
Boosts[10].PowerSetName "Crafted_Ragnarok_D"
Boosts[10].BoostName "Crafted_Ragnarok_D"
Boosts[10].Level 49
Boosts[11].PowerID 33
Boosts[11].Idx 3
Boosts[11].CategoryName "Boosts"
Boosts[11].PowerSetName "Crafted_Ragnarok_B"
Boosts[11].BoostName "Crafted_Ragnarok_B"
Boosts[11].Level 49
Boosts[12].PowerID 33
Boosts[12].Idx 4
Boosts[12].CategoryName "Boosts"
Boosts[12].PowerSetName "Crafted_Ragnarok_E"
Boosts[12].BoostName "Crafted_Ragnarok_E"
Boosts[12].Level 49
Powers[32].PowerNumBoostsBought 4
Powers[33].PowerId 34
Powers[33].CategoryName "blaster_ranged"
Powers[33].PowerSetName "fire_blast"
Powers[33].PowerName "rain_of_fire"
Powers[33].CreationTime 611684199
Powers[33].PowerLevelBought 7
Boosts[13].PowerID 34
Boosts[13].CategoryName "Boosts"
Boosts[13].PowerSetName "Crafted_Positrons_Blast_B"
Boosts[13].BoostName "Crafted_Positrons_Blast_B"
Boosts[13].Level 49
Boosts[14].PowerID 34
Boosts[14].Idx 1
Boosts[14].CategoryName "Boosts"
Boosts[14].PowerSetName "Crafted_Positrons_Blast_C"
Boosts[14].BoostName "Crafted_Positrons_Blast_C"
Boosts[14].Level 49
Boosts[15].PowerID 34
Boosts[15].Idx 2
Boosts[15].CategoryName "Boosts"
Boosts[15].PowerSetName "Crafted_Positrons_Blast_D"
Boosts[15].BoostName "Crafted_Positrons_Blast_D"
Boosts[15].Level 49
Boosts[16].PowerID 34
Boosts[16].Idx 3
Boosts[16].CategoryName "Boosts"
Boosts[16].PowerSetName "Crafted_Positrons_Blast_F"
Boosts[16].BoostName "Crafted_Positrons_Blast_F"
Boosts[16].Level 48
Boosts[17].PowerID 34
Boosts[17].Idx 4
Boosts[17].CategoryName "Boosts"
Boosts[17].PowerSetName "Crafted_Positrons_Blast_E"
Boosts[17].BoostName "Crafted_Positrons_Blast_E"
Boosts[17].Level 49
Boosts[18].PowerID 34
Boosts[18].Idx 5
Boosts[18].CategoryName "Boosts"
Boosts[18].PowerSetName "Crafted_Recharge"
Boosts[18].BoostName "Crafted_Recharge"
Boosts[18].Level 49
Powers[33].PowerNumBoostsBought 5
Powers[34].PowerId 35
Powers[34].CategoryName "blaster_ranged"
Powers[34].PowerSetName "fire_blast"
Powers[34].PowerName "blaze"
Powers[34].CreationTime 611684199
Powers[34].PowerLevelBought 17
Boosts[19].PowerID 35
Boosts[19].CategoryName "Boosts"
Boosts[19].PowerSetName "Crafted_Apocalypse_D"
Boosts[19].BoostName "Crafted_Apocalypse_D"
Boosts[19].Level 49
Boosts[20].PowerID 35
Boosts[20].Idx 1
Boosts[20].CategoryName "Boosts"
Boosts[20].PowerSetName "Crafted_Apocalypse_E"
Boosts[20].BoostName "Crafted_Apocalypse_E"
Boosts[20].Level 49
Boosts[21].PowerID 35
Boosts[21].Idx 2
Boosts[21].CategoryName "Boosts"
Boosts[21].PowerSetName "Crafted_Apocalypse_B"
Boosts[21].BoostName "Crafted_Apocalypse_B"
Boosts[21].Level 49
Boosts[22].PowerID 35
Boosts[22].Idx 3
Boosts[22].CategoryName "Boosts"
Boosts[22].PowerSetName "Crafted_Apocalypse_C"
Boosts[22].BoostName "Crafted_Apocalypse_C"
Boosts[22].Level 49
Boosts[23].PowerID 35
Boosts[23].Idx 4
Boosts[23].CategoryName "Boosts"
Boosts[23].PowerSetName "Crafted_Range"
Boosts[23].BoostName "Crafted_Range"
Boosts[23].Level 49
Boosts[24].PowerID 35
Boosts[24].Idx 5
Boosts[24].CategoryName "Boosts"
Boosts[24].PowerSetName "Crafted_Range"
Boosts[24].BoostName "Crafted_Range"
Boosts[24].Level 49
Powers[34].PowerNumBoostsBought 5
Powers[35].PowerId 36
Powers[35].CategoryName "blaster_ranged"
Powers[35].PowerSetName "fire_blast"
Powers[35].PowerName "fire_breath"
Powers[35].CreationTime 611684199
Powers[35].PowerLevelBought 23
Boosts[25].PowerID 36
Boosts[25].CategoryName "Boosts"
Boosts[25].PowerSetName "Crafted_Positrons_Blast_A"
Boosts[25].BoostName "Crafted_Positrons_Blast_A"
Boosts[25].Level 49
Boosts[26].PowerID 36
Boosts[26].Idx 1
Boosts[26].CategoryName "Boosts"
Boosts[26].PowerSetName "Crafted_Positrons_Blast_D"
Boosts[26].BoostName "Crafted_Positrons_Blast_D"
Boosts[26].Level 49
Boosts[27].PowerID 36
Boosts[27].Idx 2
Boosts[27].CategoryName "Boosts"
Boosts[27].PowerSetName "Crafted_Positrons_Blast_E"
Boosts[27].BoostName "Crafted_Positrons_Blast_E"
Boosts[27].Level 49
Boosts[28].PowerID 36
Boosts[28].Idx 3
Boosts[28].CategoryName "Boosts"
Boosts[28].PowerSetName "Crafted_Positrons_Blast_B"
Boosts[28].BoostName "Crafted_Positrons_Blast_B"
Boosts[28].Level 49
Boosts[29].PowerID 36
Boosts[29].Idx 4
Boosts[29].CategoryName "Boosts"
Boosts[29].PowerSetName "Crafted_Positrons_Blast_F"
Boosts[29].BoostName "Crafted_Positrons_Blast_F"
Boosts[29].Level 40
Boosts[30].PowerID 36
Boosts[30].Idx 5
Boosts[30].CategoryName "Boosts"
Boosts[30].PowerSetName "Crafted_Range"
Boosts[30].BoostName "Crafted_Range"
Boosts[30].Level 49
Powers[35].PowerNumBoostsBought 5
Powers[36].PowerId 37
Powers[36].CategoryName "blaster_ranged"
Powers[36].PowerSetName "fire_blast"
Powers[36].PowerName "blazing_bolt"
Powers[36].CreationTime 611684199
Powers[36].PowerLevelBought 25
Boosts[31].PowerID 37
Boosts[31].CategoryName "Boosts"
Boosts[31].PowerSetName "Crafted_Extreme_Measures_A"
Boosts[31].BoostName "Crafted_Extreme_Measures_A"
Boosts[31].Level 49
Boosts[32].PowerID 37
Boosts[32].Idx 1
Boosts[32].CategoryName "Boosts"
Boosts[32].PowerSetName "Crafted_Extreme_Measures_B"
Boosts[32].BoostName "Crafted_Extreme_Measures_B"
Boosts[32].Level 49
Boosts[33].PowerID 37
Boosts[33].Idx 2
Boosts[33].CategoryName "Boosts"
Boosts[33].PowerSetName "Crafted_Extreme_Measures_C"
Boosts[33].BoostName "Crafted_Extreme_Measures_C"
Boosts[33].Level 49
Boosts[34].PowerID 37
Boosts[34].Idx 3
Boosts[34].CategoryName "Boosts"
Boosts[34].PowerSetName "Crafted_Extreme_Measures_D"
Boosts[34].BoostName "Crafted_Extreme_Measures_D"
Boosts[34].Level 49
Boosts[35].PowerID 37
Boosts[35].Idx 4
Boosts[35].CategoryName "Boosts"
Boosts[35].PowerSetName "Crafted_Extreme_Measures_E"
Boosts[35].BoostName "Crafted_Extreme_Measures_E"
Boosts[35].Level 49
Boosts[36].PowerID 37
Boosts[36].Idx 5
Boosts[36].CategoryName "Boosts"
Boosts[36].PowerSetName "Crafted_Extreme_Measures_F"
Boosts[36].BoostName "Crafted_Extreme_Measures_F"
Boosts[36].Level 49
Powers[36].PowerNumBoostsBought 5
Powers[37].PowerId 38
Powers[37].CategoryName "blaster_ranged"
Powers[37].PowerSetName "fire_blast"
Powers[37].PowerName "aim"
Powers[37].CreationTime 611684199
Powers[37].PowerLevelBought 27
Boosts[37].PowerID 38
Boosts[37].CategoryName "Boosts"
Boosts[37].PowerSetName "Crafted_Adjusted_Targeting_B"
Boosts[37].BoostName "Crafted_Adjusted_Targeting_B"
Boosts[37].Level 49
Boosts[38].PowerID 38
Boosts[38].Idx 1
Boosts[38].CategoryName "Boosts"
Boosts[38].PowerSetName "Crafted_Adjusted_Targeting_F"
Boosts[38].BoostName "Crafted_Adjusted_Targeting_F"
Boosts[38].Level 49
Powers[37].PowerNumBoostsBought 1
Powers[38].PowerId 39
Powers[38].CategoryName "blaster_ranged"
Powers[38].PowerSetName "fire_blast"
Powers[38].PowerName "inferno"
Powers[38].CreationTime 611684199
Powers[38].PowerLevelBought 31
Boosts[39].PowerID 39
Boosts[39].CategoryName "Boosts"
Boosts[39].PowerSetName "Crafted_Multi_Strike_C"
Boosts[39].BoostName "Crafted_Multi_Strike_C"
Boosts[39].Level 49
Boosts[40].PowerID 39
Boosts[40].Idx 1
Boosts[40].CategoryName "Boosts"
Boosts[40].PowerSetName "Crafted_Sciroccos_Dervish_C"
Boosts[40].BoostName "Crafted_Sciroccos_Dervish_C"
Boosts[40].Level 49
Boosts[41].PowerID 39
Boosts[41].Idx 2
Boosts[41].CategoryName "Boosts"
Boosts[41].PowerSetName "Crafted_Sciroccos_Dervish_A"
Boosts[41].BoostName "Crafted_Sciroccos_Dervish_A"
Boosts[41].Level 49
Boosts[42].PowerID 39
Boosts[42].Idx 3
Boosts[42].CategoryName "Boosts"
Boosts[42].PowerSetName "Crafted_Cleaving_Blow_C"
Boosts[42].BoostName "Crafted_Cleaving_Blow_C"
Boosts[42].Level 49
Powers[38].PowerNumBoostsBought 3
Powers[39].PowerId 40
Powers[39].CategoryName "blaster_support"
Powers[39].PowerSetName "fire_manipulation"
Powers[39].PowerName "ring_of_fire"
Powers[39].CreationTime 611684199
Boosts[43].PowerID 40
Boosts[43].CategoryName "Boosts"
Boosts[43].PowerSetName "Crafted_Accuracy"
Boosts[43].BoostName "Crafted_Accuracy"
Boosts[43].Level 49
Powers[40].PowerId 41
Powers[40].CategoryName "blaster_support"
Powers[40].PowerSetName "fire_manipulation"
Powers[40].PowerName "build_up"
Powers[40].CreationTime 611684199
Powers[40].PowerLevelBought 15
Boosts[44].PowerID 41
Boosts[44].CategoryName "Boosts"
Boosts[44].PowerSetName "Crafted_Adjusted_Targeting_B"
Boosts[44].BoostName "Crafted_Adjusted_Targeting_B"
Boosts[44].Level 49
Boosts[45].PowerID 41
Boosts[45].Idx 1
Boosts[45].CategoryName "Boosts"
Boosts[45].PowerSetName "Crafted_Adjusted_Targeting_F"
Boosts[45].BoostName "Crafted_Adjusted_Targeting_F"
Boosts[45].Level 49
Powers[40].PowerNumBoostsBought 1
Powers[41].PowerId 42
Powers[41].CategoryName "blaster_support"
Powers[41].PowerSetName "fire_manipulation"
Powers[41].PowerName "fire_sword_circle"
Powers[41].CreationTime 611684199
Powers[41].PowerLevelBought 29
Boosts[46].PowerID 42
Boosts[46].CategoryName "Boosts"
Boosts[46].PowerSetName "Crafted_Armageddon_E"
Boosts[46].BoostName "Crafted_Armageddon_E"
Boosts[46].Level 49
Boosts[47].PowerID 42
Boosts[47].Idx 1
Boosts[47].CategoryName "Boosts"
Boosts[47].PowerSetName "Crafted_Armageddon_C"
Boosts[47].BoostName "Crafted_Armageddon_C"
Boosts[47].Level 49
Boosts[48].PowerID 42
Boosts[48].Idx 2
Boosts[48].CategoryName "Boosts"
Boosts[48].PowerSetName "Crafted_Armageddon_D"
Boosts[48].BoostName "Crafted_Armageddon_D"
Boosts[48].Level 49
Boosts[49].PowerID 42
Boosts[49].Idx 3
Boosts[49].CategoryName "Boosts"
Boosts[49].PowerSetName "Crafted_Armageddon_B"
Boosts[49].BoostName "Crafted_Armageddon_B"
Boosts[49].Level 49
Powers[41].PowerNumBoostsBought 3
Powers[42].PowerId 43
Powers[42].CategoryName "blaster_support"
Powers[42].PowerSetName "fire_manipulation"
Powers[42].PowerName "consume"
Powers[42].CreationTime 611684199
Powers[42].PowerLevelBought 34
Boosts[50].PowerID 43
Boosts[50].CategoryName "Boosts"
Boosts[50].PowerSetName "Crafted_Efficacy_Adaptor_B"
Boosts[50].BoostName "Crafted_Efficacy_Adaptor_B"
Boosts[50].Level 49
Boosts[51].PowerID 43
Boosts[51].Idx 1
Boosts[51].CategoryName "Boosts"
Boosts[51].PowerSetName "Crafted_Efficacy_Adaptor_C"
Boosts[51].BoostName "Crafted_Efficacy_Adaptor_C"
Boosts[51].Level 49
Boosts[52].PowerID 43
Boosts[52].Idx 2
Boosts[52].CategoryName "Boosts"
Boosts[52].PowerSetName "Crafted_Efficacy_Adaptor_D"
Boosts[52].BoostName "Crafted_Efficacy_Adaptor_D"
Boosts[52].Level 49
Boosts[53].PowerID 43
Boosts[53].Idx 3
Boosts[53].CategoryName "Boosts"
Boosts[53].PowerSetName "Crafted_Efficacy_Adaptor_E"
Boosts[53].BoostName "Crafted_Efficacy_Adaptor_E"
Boosts[53].Level 49
Powers[42].PowerNumBoostsBought 3
Powers[43].PowerId 44
Powers[43].CategoryName "blaster_support"
Powers[43].PowerSetName "fire_manipulation"
Powers[43].PowerName "burn"
Powers[43].CreationTime 611684199
Powers[43].PowerLevelBought 37
Boosts[54].PowerID 44
Boosts[54].CategoryName "Boosts"
Boosts[54].PowerSetName "Crafted_Obliteration_E"
Boosts[54].BoostName "Crafted_Obliteration_E"
Boosts[54].Level 49
Boosts[55].PowerID 44
Boosts[55].Idx 1
Boosts[55].CategoryName "Boosts"
Boosts[55].PowerSetName "Crafted_Obliteration_C"
Boosts[55].BoostName "Crafted_Obliteration_C"
Boosts[55].Level 49
Boosts[56].PowerID 44
Boosts[56].Idx 2
Boosts[56].CategoryName "Boosts"
Boosts[56].PowerSetName "Crafted_Obliteration_D"
Boosts[56].BoostName "Crafted_Obliteration_D"
Boosts[56].Level 49
Boosts[57].PowerID 44
Boosts[57].Idx 3
Boosts[57].CategoryName "Boosts"
Boosts[57].PowerSetName "Crafted_Obliteration_B"
Boosts[57].BoostName "Crafted_Obliteration_B"
Boosts[57].Level 49
Boosts[58].PowerID 44
Boosts[58].Idx 4
Boosts[58].CategoryName "Boosts"
Boosts[58].PowerSetName "Crafted_Obliteration_F"
Boosts[58].BoostName "Crafted_Obliteration_F"
Boosts[58].Level 49
Powers[43].PowerNumBoostsBought 4
Powers[44].PowerId 45
Powers[44].CategoryName "pool"
Powers[44].PowerSetName "fitness"
Powers[44].PowerName "quick"
Powers[44].CreationTime 611684199
Powers[44].PowerLevelBought 5
Powers[44].PowerSetLevelBought 5
Boosts[59].PowerID 45
Boosts[59].CategoryName "Boosts"
Boosts[59].PowerSetName "Crafted_Fly"
Boosts[59].BoostName "Crafted_Fly"
Boosts[59].Level 49
Powers[45].PowerId 46
Powers[45].CategoryName "pool"
Powers[45].PowerSetName "fitness"
Powers[45].PowerName "health"
Powers[45].CreationTime 611684199
Powers[45].PowerLevelBought 19
Powers[45].PowerSetLevelBought 5
Boosts[60].PowerID 46
Boosts[60].CategoryName "Boosts"
Boosts[60].PowerSetName "Crafted_Heal"
Boosts[60].BoostName "Crafted_Heal"
Boosts[60].Level 49
Boosts[61].PowerID 46
Boosts[61].Idx 1
Boosts[61].CategoryName "Boosts"
Boosts[61].PowerSetName "Crafted_Numinas_Convalesence_E"
Boosts[61].BoostName "Crafted_Numinas_Convalesence_E"
Boosts[61].Level 49
Boosts[62].PowerID 46
Boosts[62].Idx 2
Boosts[62].CategoryName "Boosts"
Boosts[62].PowerSetName "Crafted_Numinas_Convalesence_F"
Boosts[62].BoostName "Crafted_Numinas_Convalesence_F"
Boosts[62].Level 32
Powers[45].PowerNumBoostsBought 2
Powers[46].PowerId 47
Powers[46].CategoryName "pool"
Powers[46].PowerSetName "fitness"
Powers[46].PowerName "stamina"
Powers[46].CreationTime 611684199
Powers[46].PowerLevelBought 21
Powers[46].PowerSetLevelBought 5
Boosts[63].PowerID 47
Boosts[63].CategoryName "Boosts"
Boosts[63].PowerSetName "Crafted_Recovery"
Boosts[63].BoostName "Crafted_Recovery"
Boosts[63].Level 49
Boosts[64].PowerID 47
Boosts[64].Idx 1
Boosts[64].CategoryName "Boosts"
Boosts[64].PowerSetName "Crafted_Performance_Shifter_A"
Boosts[64].BoostName "Crafted_Performance_Shifter_A"
Boosts[64].Level 49
Boosts[65].PowerID 47
Boosts[65].Idx 2
Boosts[65].CategoryName "Boosts"
Boosts[65].PowerSetName "Crafted_Performance_Shifter_F"
Boosts[65].BoostName "Crafted_Performance_Shifter_F"
Boosts[65].Level 43
Powers[46].PowerNumBoostsBought 2
Powers[47].PowerId 48
Powers[47].CategoryName "pool"
Powers[47].PowerSetName "flight"
Powers[47].PowerName "air_superiority"
Powers[47].CreationTime 611684199
Powers[47].PowerLevelBought 9
Powers[47].PowerSetLevelBought 9
Boosts[66].PowerID 48
Boosts[66].CategoryName "Boosts"
Boosts[66].PowerSetName "Crafted_Gladiators_Strike_C"
Boosts[66].BoostName "Crafted_Gladiators_Strike_C"
Boosts[66].Level 49
Boosts[67].PowerID 48
Boosts[67].Idx 1
Boosts[67].CategoryName "Boosts"
Boosts[67].PowerSetName "Crafted_Gladiators_Strike_D"
Boosts[67].BoostName "Crafted_Gladiators_Strike_D"
Boosts[67].Level 49
Boosts[68].PowerID 48
Boosts[68].Idx 2
Boosts[68].CategoryName "Boosts"
Boosts[68].PowerSetName "Crafted_Gladiators_Strike_A"
Boosts[68].BoostName "Crafted_Gladiators_Strike_A"
Boosts[68].Level 49
Powers[47].PowerNumBoostsBought 2
Powers[48].PowerId 49
Powers[48].CategoryName "pool"
Powers[48].PowerSetName "flight"
Powers[48].PowerName "combat_flight"
Powers[48].CreationTime 611684199
Powers[48].PowerLevelBought 11
Powers[48].PowerSetLevelBought 9
Boosts[69].PowerID 49
Boosts[69].CategoryName "Boosts"
Boosts[69].PowerSetName "Crafted_Blessing_of_the_Zephyr_C"
Boosts[69].BoostName "Crafted_Blessing_of_the_Zephyr_C"
Boosts[69].Level 45
Boosts[70].PowerID 49
Boosts[70].Idx 1
Boosts[70].CategoryName "Boosts"
Boosts[70].PowerSetName "Crafted_Defense_Buff"
Boosts[70].BoostName "Crafted_Defense_Buff"
Boosts[70].Level 49
Boosts[71].PowerID 49
Boosts[71].Idx 2
Boosts[71].CategoryName "Boosts"
Boosts[71].PowerSetName "Crafted_Fly"
Boosts[71].BoostName "Crafted_Fly"
Boosts[71].Level 49
Powers[48].PowerNumBoostsBought 2
Powers[49].PowerId 50
Powers[49].CategoryName "pool"
Powers[49].PowerSetName "flight"
Powers[49].PowerName "fly"
Powers[49].CreationTime 611684199
Powers[49].PowerLevelBought 13
Powers[49].PowerSetLevelBought 9
Boosts[72].PowerID 50
Boosts[72].CategoryName "Boosts"
Boosts[72].PowerSetName "Crafted_Soaring_A"
Boosts[72].BoostName "Crafted_Soaring_A"
Boosts[72].Level 49
Boosts[73].PowerID 50
Boosts[73].Idx 1
Boosts[73].CategoryName "Boosts"
Boosts[73].PowerSetName "Crafted_Soaring_C"
Boosts[73].BoostName "Crafted_Soaring_C"
Boosts[73].Level 49
Powers[49].PowerNumBoostsBought 1
Powers[50].PowerId 51
Powers[50].CategoryName "epic"
Powers[50].PowerSetName "flame_mastery"
Powers[50].PowerName "char"
Powers[50].CreationTime 611684199
Powers[50].PowerLevelBought 40
Powers[50].PowerSetLevelBought 40
Boosts[74].PowerID 51
Boosts[74].CategoryName "Boosts"
Boosts[74].PowerSetName "Crafted_Lockdown_E"
Boosts[74].BoostName "Crafted_Lockdown_E"
Boosts[74].Level 49
Boosts[75].PowerID 51
Boosts[75].Idx 1
Boosts[75].CategoryName "Boosts"
Boosts[75].PowerSetName "Crafted_Lockdown_D"
Boosts[75].BoostName "Crafted_Lockdown_D"
Boosts[75].Level 49
Boosts[76].PowerID 51
Boosts[76].Idx 2
Boosts[76].CategoryName "Boosts"
Boosts[76].PowerSetName "Crafted_Devastation_E"
Boosts[76].BoostName "Crafted_Devastation_E"
Boosts[76].Level 49
Boosts[77].PowerID 51
Boosts[77].Idx 3
Boosts[77].CategoryName "Boosts"
Boosts[77].PowerSetName "Crafted_Devastation_A"
Boosts[77].BoostName "Crafted_Devastation_A"
Boosts[77].Level 49
Boosts[78].PowerID 51
Boosts[78].Idx 4
Boosts[78].CategoryName "Boosts"
Boosts[78].PowerSetName "Crafted_Devastation_F"
Boosts[78].BoostName "Crafted_Devastation_F"
Boosts[78].Level 45
Boosts[79].PowerID 51
Boosts[79].Idx 5
Boosts[79].CategoryName "Boosts"
Boosts[79].PowerSetName "Crafted_Devastation_C"
Boosts[79].BoostName "Crafted_Devastation_C"
Boosts[79].Level 49
Powers[50].PowerNumBoostsBought 5
Powers[51].PowerId 52
Powers[51].CategoryName "epic"
Powers[51].PowerSetName "flame_mastery"
Powers[51].PowerName "fire_shield"
Powers[51].CreationTime 611684199
Powers[51].PowerLevelBought 43
Powers[51].PowerSetLevelBought 40
Boosts[80].PowerID 52
Boosts[80].Idx 1
Boosts[80].CategoryName "Boosts"
Boosts[80].PowerSetName "Crafted_Titanium_Coating_A"
Boosts[80].BoostName "Crafted_Titanium_Coating_A"
Boosts[80].Level 49
Boosts[81].PowerID 52
Boosts[81].Idx 2
Boosts[81].CategoryName "Boosts"
Boosts[81].PowerSetName "Crafted_Res_Damage"
Boosts[81].BoostName "Crafted_Res_Damage"
Boosts[81].Level 49
Boosts[82].PowerID 52
Boosts[82].Idx 3
Boosts[82].CategoryName "Boosts"
Boosts[82].PowerSetName "Crafted_Steadfast_Protection_B"
Boosts[82].BoostName "Crafted_Steadfast_Protection_B"
Boosts[82].Level 29
Powers[51].PowerNumBoostsBought 3
Powers[52].PowerId 53
Powers[52].CategoryName "epic"
Powers[52].PowerSetName "flame_mastery"
Powers[52].PowerName "rise_of_the_phoenix"
Powers[52].CreationTime 611684199
Powers[52].PowerLevelBought 46
Powers[52].PowerSetLevelBought 40
Boosts[83].PowerID 53
Boosts[83].CategoryName "Boosts"
Boosts[83].PowerSetName "Crafted_Multi_Strike_C"
Boosts[83].BoostName "Crafted_Multi_Strike_C"
Boosts[83].Level 49
Boosts[84].PowerID 53
Boosts[84].Idx 1
Boosts[84].CategoryName "Boosts"
Boosts[84].PowerSetName "Crafted_Cleaving_Blow_C"
Boosts[84].BoostName "Crafted_Cleaving_Blow_C"
Boosts[84].Level 49
Boosts[85].PowerID 53
Boosts[85].Idx 2
Boosts[85].CategoryName "Boosts"
Boosts[85].PowerSetName "Crafted_Sciroccos_Dervish_C"
Boosts[85].BoostName "Crafted_Sciroccos_Dervish_C"
Boosts[85].Level 49
Powers[52].PowerNumBoostsBought 2
Powers[53].PowerId 54
Powers[53].CategoryName "epic"
Powers[53].PowerSetName "flame_mastery"
Powers[53].PowerName "melt_armor"
Powers[53].CreationTime 611684199
Powers[53].PowerLevelBought 48
Powers[53].PowerSetLevelBought 40
Boosts[86].PowerID 54
Boosts[86].CategoryName "Boosts"
Boosts[86].PowerSetName "Crafted_Analyze_Weakness_D"
Boosts[86].BoostName "Crafted_Analyze_Weakness_D"
Boosts[86].Level 49
Boosts[87].PowerID 54
Boosts[87].Idx 1
Boosts[87].CategoryName "Boosts"
Boosts[87].PowerSetName "Crafted_Analyze_Weakness_C"
Boosts[87].BoostName "Crafted_Analyze_Weakness_C"
Boosts[87].Level 49
Boosts[88].PowerID 54
Boosts[88].Idx 2
Boosts[88].CategoryName "Boosts"
Boosts[88].PowerSetName "Crafted_Analyze_Weakness_E"
Boosts[88].BoostName "Crafted_Analyze_Weakness_E"
Boosts[88].Level 49
Boosts[89].PowerID 54
Boosts[89].Idx 3
Boosts[89].CategoryName "Boosts"
Boosts[89].PowerSetName "Crafted_Recharge"
Boosts[89].BoostName "Crafted_Recharge"
Boosts[89].Level 49
Powers[53].PowerNumBoostsBought 3
Boosts[90].PowerID -1
Boosts[90].CategoryName "Boosts"
Boosts[90].PowerSetName "Science_Recharge"
Boosts[90].BoostName "Science_Recharge"
Boosts[90].Level 47
Boosts[91].PowerID -1
Boosts[91].Idx 1
Boosts[91].CategoryName "Boosts"
Boosts[91].PowerSetName "Natural_Stun"
Boosts[91].BoostName "Natural_Stun"
Boosts[91].Level 47
Boosts[92].PowerID -1
Boosts[92].Idx 2
Boosts[92].CategoryName "Boosts"
Boosts[92].PowerSetName "Natural_Res_Damage"
Boosts[92].BoostName "Natural_Res_Damage"
Boosts[92].Level 47
Tray[0].Type 1
Tray[0].PowerName "flares"
Tray[0].PowerSetName "fire_blast"
Tray[0].CategoryName "blaster_ranged"
Tray[1].Type 1
Tray[1].PowerName "fire_blast"
Tray[1].PowerSetName "fire_blast"
Tray[1].CategoryName "blaster_ranged"
Tray[2].Type 1
Tray[2].PowerName "fire_ball"
Tray[2].PowerSetName "fire_blast"
Tray[2].CategoryName "blaster_ranged"
Tray[3].Type 1
Tray[3].PowerName "rain_of_fire"
Tray[3].PowerSetName "fire_blast"
Tray[3].CategoryName "blaster_ranged"
Tray[4].Type 1
Tray[4].PowerName "blaze"
Tray[4].PowerSetName "fire_blast"
Tray[4].CategoryName "blaster_ranged"
Tray[5].Type 1
Tray[5].PowerName "fire_breath"
Tray[5].PowerSetName "fire_blast"
Tray[5].CategoryName "blaster_ranged"
Tray[6].Type 1
Tray[6].PowerName "blazing_bolt"
Tray[6].PowerSetName "fire_blast"
Tray[6].CategoryName "blaster_ranged"
Tray[7].Type 1
Tray[7].PowerName "aim"
Tray[7].PowerSetName "fire_blast"
Tray[7].CategoryName "blaster_ranged"
Tray[8].Type 1
Tray[8].PowerName "inferno"
Tray[8].PowerSetName "fire_blast"
Tray[8].CategoryName "blaster_ranged"
Tray[10].Type 1
Tray[10].PowerName "ring_of_fire"
Tray[10].PowerSetName "fire_manipulation"
Tray[10].CategoryName "blaster_support"
Tray[11].Type 1
Tray[11].PowerName "build_up"
Tray[11].PowerSetName "fire_manipulation"
Tray[11].CategoryName "blaster_support"
Tray[12].Type 1
Tray[12].PowerName "fire_sword_circle"
Tray[12].PowerSetName "fire_manipulation"
Tray[12].CategoryName "blaster_support"
Tray[13].Type 1
Tray[13].PowerName "consume"
Tray[13].PowerSetName "fire_manipulation"
Tray[13].CategoryName "blaster_support"
Tray[14].Type 1
Tray[14].PowerName "burn"
Tray[14].PowerSetName "fire_manipulation"
Tray[14].CategoryName "blaster_support"
Tray[20].Type 1
Tray[20].PowerName "quick"
Tray[20].PowerSetName "fitness"
Tray[20].CategoryName "pool"
Tray[21].Type 1
Tray[21].PowerName "health"
Tray[21].PowerSetName "fitness"
Tray[21].CategoryName "pool"
Tray[22].Type 1
Tray[22].PowerName "stamina"
Tray[22].PowerSetName "fitness"
Tray[22].CategoryName "pool"
Tray[23].Type 1
Tray[23].PowerName "air_superiority"
Tray[23].PowerSetName "flight"
Tray[23].CategoryName "pool"
Tray[24].Type 1
Tray[24].PowerName "combat_flight"
Tray[24].PowerSetName "flight"
Tray[24].CategoryName "pool"
Tray[25].Type 1
Tray[25].PowerName "fly"
Tray[25].PowerSetName "flight"
Tray[25].CategoryName "pool"
Tray[26].Type 1
Tray[26].PowerName "char"
Tray[26].PowerSetName "flame_mastery"
Tray[26].CategoryName "epic"
Tray[27].Type 1
Tray[27].PowerName "fire_shield"
Tray[27].PowerSetName "flame_mastery"
Tray[27].CategoryName "epic"
Tray[28].Type 1
Tray[28].PowerName "rise_of_the_phoenix"
Tray[28].PowerSetName "flame_mastery"
